IC	Gene	n_genes	phenotype
IC22	HLA-DRB1	232	
IC22	GFPT2	232	
IC22	MYLK	232	
IC22	SPARCL1	232	
IC22	MAN1C1	232	
IC22	PRUNE2	232	
IC22	ZDHHC9	232	
IC22	S1PR1	232	
IC22	RARRES3	232	
IC22	MYBPC1	232	
IC22	TMBIM1	232	
IC22	RCAN2	232	
IC22	EFNA1	232	
IC22	CRYAB	232	
IC22	LIX1	232	
IC22	SKAP2	232	
IC22	FAM171B	232	
IC22	EMP1	232	
IC22	PLXNA4	232	
IC22	ID2	232	
IC22	F3	232	
IC22	BGN	232	
IC22	NPC2	232	
IC22	WARS	232	
IC22	SLIT2	232	
IC22	RFX4	232	
IC22	CAPG	232	
IC22	AHCYL1	232	
IC22	NDP	232	
IC22	PSMB9	232	
IC22	AGPAT5	232	
IC22	SULF1	232	
IC22	IFI35	232	
IC22	SPP1	232	
IC22	RP11-509E16.1	232	
IC22	RP5-857K21.11	232	
IC22	NRP2	232	
IC22	FN1	232	
IC22	C21orf62	232	
IC22	PMP2	232	
IC22	PLA2G5	232	
IC22	CLIC4	232	
IC22	DOK5	232	
IC22	RP11-467L24.1	232	
IC22	LGALS3BP	232	
IC22	THBS3	232	
IC22	HS3ST3B1	232	
IC22	RCAN1	232	
IC22	PIFO	232	
IC22	PAMR1	232	
IC22	PLTP	232	
IC22	LRIG1	232	
IC22	CTSH	232	
IC22	FAS	232	
IC22	SFXN5	232	
IC22	GLIPR1	232	
IC22	CRYGS	232	
IC22	GLIS3	232	
IC22	BHLHE40	232	
IC22	FERMT2	232	
IC22	NNMT	232	
IC22	NFKBIA	232	
IC22	SPRYD3	232	
IC22	CTNNA2	232	
IC22	SPOCD1	232	
IC22	GDPD2	232	
IC22	SLC25A18	232	
IC22	CSRP1	232	
IC22	BBOX1	232	
IC22	RP5-1085F17.3	232	
IC22	SLC38A3	232	
IC22	MAOA	232	
IC22	RPE65	232	
IC22	PLA2G16	232	
IC22	HLA-DRB5	232	
IC22	IL6	232	
IC22	NIPSNAP3A	232	
IC22	MAPK4	232	
IC22	HAS2	232	
IC22	AGTRAP	232	
IC22	CRISPLD1	232	
IC22	HLA-DPA1	232	
IC22	HLA-F	232	
IC22	NRCAM	232	
IC22	HSPB8	232	
IC22	BAALC	232	
IC22	VAMP5	232	
IC22	HLA-DMA	232	
IC22	HRH1	232	
IC22	PFKFB3	232	
IC22	SERGEF	232	
IC22	RNA45S5	232	
IC22	DYNLT3	232	
IC22	SH3BGR	232	
IC22	TAGLN2	232	
IC22	RP11-384F7.2	232	
IC22	SAA2	232	
IC22	BMPR1B	232	
IC22	CES1	232	
IC22	FAM198B	232	
IC22	PLSCR1	232	
IC22	CPE	232	
IC22	NEDD9	232	
IC22	LGALS3	232	
IC22	RP11-318M2.2	232	
IC22	IL18BP	232	
IC22	S100A10	232	
IC22	RNF19A	232	
IC22	TPP1	232	
IC22	NELL2	232	
IC22	RAMP3	232	
IC22	CSNK2A2	232	
IC22	TMEM14A	232	
IC22	SMOX	232	
IC22	DNER	232	
IC22	TGFB2	232	
IC22	SMAD1	232	
IC22	SLCO1C1	232	
IC22	MTND4P12	232	
IC22	MTND6P4	232	
IC22	AC010127.4	232	
IC22	MFSD2A	232	
IC22	CSF1	232	
IC22	TPD52	232	
IC22	GJA1	232	
IC22	ATP1A1	232	
IC22	SLC40A1	232	
IC22	RP11-473I1.10	232	
IC22	ROBO2	232	
IC22	NLRC5	232	
IC22	MT1F	232	
IC22	ABHD4	232	
IC22	MTMR11	232	
IC22	TRIM36	232	
IC22	ITM2C	232	
IC22	WLS	232	
IC22	FSTL1	232	
IC22	LMBRD1	232	
IC22	FOSB	232	
IC22	VCL	232	
IC22	DTNA	232	
IC22	LIMK2	232	
IC22	ENO2	232	
IC22	RSU1	232	
IC22	CBX6	232	
IC22	ATL3	232	
IC22	SDC4	232	
IC22	IFI27L2	232	
IC22	ID4	232	
IC22	TRIM22	232	
IC22	C6orf141	232	
IC22	FBLN5	232	
IC22	MAP1B	232	
IC22	CTSA	232	
IC22	PTGFRN	232	
IC22	DPY19L1	232	
IC22	BLVRB	232	
IC22	PCSK1	232	
IC22	CSRP2	232	
IC22	RP11-513I15.6	232	
IC22	PGM2L1	232	
IC22	GM2A	232	
IC22	CHL1	232	
IC22	MT1X	232	
IC22	ABCA1	232	
IC22	IFI27	232	
IC22	STON2	232	
IC22	HLA-DRB6	232	
IC22	OTOS	232	
IC22	ATP2B4	232	
IC22	LRRN3	232	
IC22	CTC-429P9.3	232	
IC22	SRPX2	232	
IC22	HEPH	232	
IC22	DCLK1	232	
IC22	LPCAT3	232	
IC22	DNAJB1	232	
IC22	CDH11	232	
IC22	CXCL3	232	
IC22	TRO	232	
IC22	FAM70A	232	
IC22	IGSF1	232	
IC22	SLC16A1	232	
IC22	RASSF4	232	
IC23	MYCN	242	
IC23	STMN2	242	
IC23	TRIM37	242	
IC23	RGS5	242	
IC23	GDPD1	242	
IC23	GATA3	242	
IC23	CPNE8	242	
IC23	SLC10A4	242	
IC23	BMPR1B	242	
IC23	ELAVL4	242	
IC23	SMG8	242	
IC23	PLCB4	242	
IC23	PHOX2B	242	
IC23	MAOA	242	
IC23	PAGE5	242	
IC23	BCL11A	242	
IC23	DLK1	242	
IC23	SYNPO2	242	
IC23	RBMS3	242	
IC23	SYT1	242	
IC23	DDC	242	
IC23	NEFH	242	
IC23	SKA2	242	
IC23	TEX15	242	
IC23	EML5	242	
IC23	SNAP25	242	
IC23	LIMCH1	242	
IC23	PAGE2	242	
IC23	NSG2	242	
IC23	GABRB3	242	
IC23	SATB1	242	
IC23	ICA1	242	
IC23	MAP3K1	242	
IC23	ZNF704	242	
IC23	KLHL13	242	
IC23	NEFL	242	
IC23	EBF1	242	
IC23	SESN3	242	
IC23	HAND2	242	
IC23	ARHGEF28	242	
IC23	CD44	242	
IC23	CYB561	242	
IC23	PRR11	242	
IC23	PDLIM5	242	
IC23	UNC5C	242	
IC23	MAB21L1	242	
IC23	ANO5	242	
IC23	CHRNA3	242	
IC23	EFNA5	242	
IC23	RP11-471J12.1	242	
IC23	KIF21A	242	
IC23	SFRP1	242	
IC23	PRSS12	242	
IC23	GREM1	242	
IC23	SLC6A15	242	
IC23	TUB	242	
IC23	KLF7	242	
IC23	MEIS2	242	
IC23	SLC39A11	242	
IC23	RIMBP2	242	
IC23	RTN1	242	
IC23	CRMP1	242	
IC23	NBEA	242	
IC23	CTD-2510F5.4	242	
IC23	UNC79	242	
IC23	LRRN3	242	
IC23	RUNX1T1	242	
IC23	AK3	242	
IC23	GSE1	242	
IC23	NEFM	242	
IC23	MIR17HG	242	
IC23	SLIT3	242	
IC23	PTPRR	242	
IC23	LINC00682	242	
IC23	6-Sep	242	
IC23	SCG3	242	
IC23	GNG4	242	
IC23	SCG2	242	
IC23	PDK1	242	
IC23	SCN3B	242	
IC23	PHYHIPL	242	
IC23	OLFM1	242	
IC23	SORBS2	242	
IC23	NREP	242	
IC23	TMEM176B	242	
IC23	MYCNOS	242	
IC23	MYT1L	242	
IC23	CDK6	242	
IC23	GAL	242	
IC23	PMP22	242	
IC23	SYNE2	242	
IC23	CEP44	242	
IC23	ALCAM	242	
IC23	FDFT1	242	
IC23	TFAP2B	242	
IC23	PRSS3	242	
IC23	BCAT1	242	
IC23	GDAP1	242	
IC23	AP000525.8	242	
IC23	SMAD9	242	
IC23	TBX3	242	
IC23	EML4	242	
IC23	EYA1	242	
IC23	TMOD1	242	
IC23	LRBA	242	
IC23	TENM3	242	
IC23	ZMIZ1	242	
IC23	CKB	242	
IC23	TLE4	242	
IC23	BNIP3	242	
IC23	ACSL1	242	
IC23	PRCD	242	
IC23	CHGA	242	
IC23	SEZ6L	242	
IC23	3-Sep	242	
IC23	MTRNR2L1	242	
IC23	MAP7D2	242	
IC23	MEIS1	242	
IC23	ABLIM1	242	
IC23	FOXN3	242	
IC23	INA	242	
IC23	SNAP91	242	
IC23	ISL1	242	
IC23	SLC6A2	242	
IC23	FAM155A	242	
IC23	NPM1P5	242	
IC23	AC099850.1	242	
IC23	MTUS1	242	
IC23	KCTD12	242	
IC23	DENND4C	242	
IC23	ARHGAP26	242	
IC23	NRSN1	242	
IC23	MTSS1	242	
IC23	FGF14	242	
IC23	FAM167A	242	
IC23	NFIB	242	
IC23	NMNAT2	242	
IC23	ZFHX3	242	
IC23	SULF2	242	
IC23	CAMK4	242	
IC23	FBXO8	242	
IC23	SOX4	242	
IC23	SYT14	242	
IC23	KIF1A	242	
IC23	AKAP1	242	
IC23	PTEN	242	
IC23	GAP43	242	
IC23	SPOCK1	242	
IC23	MIAT	242	
IC23	LAPTM4B	242	
IC23	BEX1	242	
IC23	TWIST1	242	
IC23	LETMD1	242	
IC23	SYN2	242	
IC23	RAB3C	242	
IC23	RANBP17	242	
IC23	YPEL2	242	
IC23	KIF5C	242	
IC23	MYO1B	242	
IC23	AL589743.1	242	
IC23	FABP6	242	
IC23	C9orf72	242	
IC23	IRF2BP2	242	
IC23	EYA4	242	
IC23	NAV2	242	
IC23	NSG1	242	
IC23	SRGAP3	242	
IC23	CADM1	242	
IC23	DHX40	242	
IC23	ITPR1	242	
IC23	LGALS3BP	242	
IC23	C9orf123	242	
IC23	PRPS2	242	
IC23	CHGB	242	
IC23	PRKCA	242	
IC23	DCLK1	242	
IC23	MMD	242	
IC23	PRPH	242	
IC23	HDAC9	242	
IC23	LPHN2	242	
IC23	INSM2	242	
IC23	SMARCA2	242	
IC23	GSTA4	242	
IC23	PTGFRN	242	
IC23	NECAB1	242	
IC23	HS6ST2	242	
IC23	TUSC3	242	
IC23	FES	242	
IC23	KHDRBS3	242	
IC23	NRP2	242	
IC23	GLCCI1	242	
IC23	LUM	242	
IC23	CHRM2	242	
IC23	ASS1	242	
IC23	AMOTL1	242	
IC23	AC130710.1	242	
IC23	CTD-2314B22.3	242	
IC23	VLDLR	242	
IC23	CAMKV	242	
IC23	TMOD2	242	
IC23	TMSB15A	242	
IC23	RPL23A	242	
IC23	BFAR	242	
IC23	CD24P4	242	
IC23	RAMP1	242	
IC23	RIMS2	242	
IC23	TOMM34	242	
IC23	TBCD	242	
IC23	SMARCC1	242	
IC23	PABPC1	242	
IC23	AK4	242	
IC23	DGKB	242	
IC23	DNMT3A	242	
IC23	TIMP2	242	
IC23	C14orf132	242	
IC23	IRS2	242	
IC23	SORL1	242	
IC23	TET1	242	
IC23	EPB41L1	242	
IC23	CNRIP1	242	
IC23	MAB21L2	242	
IC23	RGS4	242	
IC23	HK2	242	
IC23	ASAP1	242	
IC23	LRRC7	242	
IC23	ACACA	242	
IC23	SEMA6A	242	
IC23	DZIP1	242	
IC23	KRBOX1	242	
IC23	TRIM9	242	
IC23	XPO7	242	
IC23	LRPPRC	242	
IC23	RANBP6	242	
IC23	ADAM22	242	
IC23	AL132709.5	242	
IC23	PHF14	242	
IC23	LAMB1	242	
IC23	SMYD3	242	
IC23	STON2	242	
IC23	TRIM59	242	
IC23	DCX	242	
IC23	RNF157	242	
IC24	LANCL2	209	
IC24	FABP7	209	
IC24	C1orf61	209	
IC24	BCAN	209	
IC24	SEC61G	209	
IC24	PTPRZ1	209	
IC24	POSTN	209	
IC24	BCHE	209	
IC24	LHFPL3	209	
IC24	NCALD	209	
IC24	SCRG1	209	
IC24	FXYD6	209	
IC24	GPM6A	209	
IC24	PTN	209	
IC24	DUSP6	209	
IC24	S100B	209	
IC24	KIAA0895L	209	
IC24	MAP2	209	
IC24	PEG10	209	
IC24	NRXN1	209	
IC24	PDE4B	209	
IC24	SNTG1	209	
IC24	SPRY4	209	
IC24	TRIB2	209	
IC24	CHL1	209	
IC24	AGT	209	
IC24	TSPAN7	209	
IC24	ELOVL2	209	
IC24	GRIA2	209	
IC24	ETV1	209	
IC24	KLHDC8A	209	
IC24	NOVA1	209	
IC24	CCND2	209	
IC24	TNFRSF19	209	
IC24	EGFR	209	
IC24	MDK	209	
IC24	AC018730.1	209	
IC24	SEC11C	209	
IC24	LIMA1	209	
IC24	TM4SF1	209	
IC24	SCG5	209	
IC24	NLGN3	209	
IC24	CDCA7L	209	
IC24	PMP2	209	
IC24	CNTN1	209	
IC24	NRCAM	209	
IC24	TCF12	209	
IC24	CD82	209	
IC24	REV3L	209	
IC24	MMP16	209	
IC24	ARL4A	209	
IC24	C3orf70	209	
IC24	MT3	209	
IC24	AC007682.1	209	
IC24	PCMTD2	209	
IC24	TRIM9	209	
IC24	TCF4	209	
IC24	FIBIN	209	
IC24	ABAT	209	
IC24	TUBB2B	209	
IC24	S100A16	209	
IC24	LUZP2	209	
IC24	SLC35F1	209	
IC24	PHLDA1	209	
IC24	GRIA3	209	
IC24	MASP1	209	
IC24	MAGED1	209	
IC24	RASSF2	209	
IC24	PEAK1	209	
IC24	VCAN	209	
IC24	ATP6V0E2	209	
IC24	FADS2	209	
IC24	OLIG1	209	
IC24	HEY1	209	
IC24	NKAIN4	209	
IC24	PGAP1	209	
IC24	IL1RAP	209	
IC24	MLC1	209	
IC24	BST2	209	
IC24	LINC00461	209	
IC24	RNA5-8SP6	209	
IC24	SOX9	209	
IC24	SCG3	209	
IC24	NCAM1	209	
IC24	SLC1A3	209	
IC24	NAV1	209	
IC24	KANK1	209	
IC24	SLC39A6	209	
IC24	MEST	209	
IC24	TAOK3	209	
IC24	RP5-857K21.11	209	
IC24	RNA45S5	209	
IC24	IDH1	209	
IC24	ITM2C	209	
IC24	CRISPLD2	209	
IC24	FEZ1	209	
IC24	POU3F2	209	
IC24	SPARCL1	209	
IC24	C2orf80	209	
IC24	CPVL	209	
IC24	SCHIP1	209	
IC24	NES	209	
IC24	DBI	209	
IC24	RFX3	209	
IC24	SESN3	209	
IC24	FAM59B	209	
IC24	BEX1	209	
IC24	ZNF462	209	
IC24	CCDC80	209	
IC24	NDUFA3	209	
IC24	MTND4P12	209	
IC24	NLGN4X	209	
IC24	TRO	209	
IC24	EDNRB	209	
IC24	H3F3C	209	
IC24	CDH10	209	
IC24	BAI3	209	
IC24	TRIM24	209	
IC24	PON2	209	
IC24	DOK5	209	
IC24	CADM2	209	
IC24	SOX6	209	
IC24	CPT1C	209	
IC24	PTPRN2	209	
IC24	TSC22D1	209	
IC24	DPF3	209	
IC24	CASK	209	
IC24	ROBO2	209	
IC24	IGFBP5	209	
IC24	LPPR1	209	
IC24	DPP6	209	
IC24	STAT1	209	
IC24	PCDHGC3	209	
IC24	SLC38A3	209	
IC24	PCDH17	209	
IC24	IFT52	209	
IC24	APMAP	209	
IC24	RHOJ	209	
IC24	HLA-B	209	
IC24	FAT3	209	
IC24	MTRNR2L3	209	
IC24	GPR56	209	
IC24	SCG2	209	
IC24	SDC3	209	
IC24	PDLIM5	209	
IC24	MLLT11	209	
IC24	SNAPIN	209	
IC24	AKAP7	209	
IC24	CDC42EP4	209	
IC24	NRSN2	209	
IC24	TRAF3IP2	209	
IC24	CRISPLD1	209	
IC24	ACSL3	209	
IC24	AC064875.2	209	
IC24	RAB3IP	209	
IC24	GPM6B	209	
IC24	LAMA4	209	
IC24	SCD5	209	
IC24	TSPAN3	209	
IC24	BMP7	209	
IC24	PNMA2	209	
IC24	LITAF	209	
IC24	RPH3A	209	
IC24	PLSCR1	209	
IC24	CKAP2	209	
IC24	GABRB1	209	
IC24	ZNF429	209	
IC24	SLC1A2	209	
IC24	MYO6	209	
IC24	ATF7IP	209	
IC24	ATP5EP2	209	
IC24	PTPRO	209	
IC24	SCP2	209	
IC24	ERGIC3	209	
IC24	NREP	209	
IC24	SNRPB2	209	
IC24	DTNA	209	
IC24	PEG3	209	
IC24	SCN3A	209	
IC24	RP11-513I15.6	209	
IC24	RPN2	209	
IC24	LRPAP1	209	
IC24	MSI2	209	
IC24	TSC22D3	209	
IC24	PRDX2	209	
IC24	COPG2	209	
IC24	PPP1R9A	209	
IC24	GNG7	209	
IC24	STOML2	209	
IC24	SRI	209	
IC24	CSRNP3	209	
IC24	PTGFRN	209	
IC24	CST3	209	
IC24	ROMO1	209	
IC24	HLA-A	209	
IC24	CSPG4	209	
IC24	SPRY1	209	
IC24	SCRN1	209	
IC24	LPHN3	209	
IC24	ATP13A4	209	
IC24	SOCS2	209	
IC24	FOXG1	209	
IC24	CXCR7	209	
IC24	PLK1S1	209	
IC24	POLR2L	209	
IC24	TENM1	209	
IC24	RFTN2	209	
IC24	SIPA1L1	209	
IC24	DDOST	209	
IC25	HMGCS1	130	
IC25	INSIG1	130	
IC25	SQLE	130	
IC25	DHCR7	130	
IC25	FDFT1	130	
IC25	IDI1	130	
IC25	MSMO1	130	
IC25	DHCR24	130	
IC25	LDLR	130	
IC25	HMGCR	130	
IC25	SCD	130	
IC25	DUSP6	130	
IC25	STEAP2	130	
IC25	hsa-mir-6723	130	
IC25	ACLY	130	
IC25	CPNE8	130	
IC25	ACAT2	130	
IC25	TNFAIP6	130	
IC25	ELOVL1	130	
IC25	STARD4	130	
IC25	TSC22D1	130	
IC25	PTPN13	130	
IC25	CKB	130	
IC25	FABP3	130	
IC25	TM4SF1	130	
IC25	CDKN1A	130	
IC25	PDGFRA	130	
IC25	TNFAIP3	130	
IC25	AIF1L	130	
IC25	BCHE	130	
IC25	MTRNR2L10	130	
IC25	HSPA5	130	
IC25	C14orf1	130	
IC25	FADS1	130	
IC25	ALDH18A1	130	
IC25	TFRC	130	
IC25	FAM123A	130	
IC25	C7	130	
IC25	CCK	130	
IC25	IVNS1ABP	130	
IC25	STEAP1	130	
IC25	NCOA4	130	
IC25	PDLIM5	130	
IC25	MTRNR2L3	130	
IC25	RHOB	130	
IC25	TRIB1	130	
IC25	NSDHL	130	
IC25	CACNB2	130	
IC25	GALNT7	130	
IC25	ZNF532	130	
IC25	ELOVL6	130	
IC25	LAMA4	130	
IC25	LGMN	130	
IC25	ADAMTS4	130	
IC25	LIPA	130	
IC25	BDP1	130	
IC25	ELOVL5	130	
IC25	STARD13	130	
IC25	PARM1	130	
IC25	PGD	130	
IC25	CYTL1	130	
IC25	TMEM97	130	
IC25	NABP1	130	
IC25	PERP	130	
IC25	CEACAM6	130	
IC25	EGR2	130	
IC25	SPOCK1	130	
IC25	EPT1	130	
IC25	ACTN2	130	
IC25	UCP2	130	
IC25	ACO1	130	
IC25	SLFN11	130	
IC25	ACTA2	130	
IC25	LOXL3	130	
IC25	TKT	130	
IC25	MAGED1	130	
IC25	TSPYL5	130	
IC25	SIPA1L1	130	
IC25	DCTN5	130	
IC25	SLC7A8	130	
IC25	PNP	130	
IC25	DOCK10	130	
IC25	CLCN3	130	
IC25	TTN	130	
IC25	PPIC	130	
IC25	MMP16	130	
IC25	EBP	130	
IC25	DDX21	130	
IC25	HBEGF	130	
IC25	CLTC	130	
IC25	SLC20A1	130	
IC25	SYT4	130	
IC25	SEL1L	130	
IC25	MDM2	130	
IC25	TXNRD1	130	
IC25	SLCO4A1	130	
IC25	SETD7	130	
IC25	CPEB4	130	
IC25	FLRT2	130	
IC25	MGST1	130	
IC25	TOP2A	130	
IC25	PLSCR4	130	
IC25	HSPA8	130	
IC25	LOX	130	
IC25	OAT	130	
IC25	PPA1	130	
IC25	NOLC1	130	
IC25	G3BP2	130	
IC25	FBXO32	130	
IC25	CDC37L1	130	
IC25	LOXHD1	130	
IC25	PRRC1	130	
IC25	PDS5B	130	
IC25	VMP1	130	
IC25	CD99L2	130	
IC25	P4HA1	130	
IC25	PLAT	130	
IC25	MYCN	130	
IC25	IRGQ	130	
IC25	HK2	130	
IC25	TFPI2	130	
IC25	GRP	130	
IC25	KANK1	130	
IC25	SH3KBP1	130	
IC25	CRISPLD1	130	
IC25	ACOX1	130	
IC25	SC5DL	130	
IC25	SSFA2	130	
IC25	KLHL13	130	
IC25	TSPAN13	130	
IC26	PDGFRA	202	
IC26	COL1A2	202	
IC26	COL3A1	202	
IC26	TM4SF1	202	
IC26	COL1A1	202	
IC26	MMP16	202	
IC26	POSTN	202	
IC26	LAMA4	202	
IC26	SLC14A1	202	
IC26	ISLR	202	
IC26	S100A11	202	
IC26	DCN	202	
IC26	SULF1	202	
IC26	PCOLCE	202	
IC26	PRRX1	202	
IC26	SPRY1	202	
IC26	SVIL	202	
IC26	CRISPLD2	202	
IC26	PTN	202	
IC26	MMP2	202	
IC26	CFI	202	
IC26	ANGPT1	202	
IC26	PHLDA1	202	
IC26	LUM	202	
IC26	THBS2	202	
IC26	PLAT	202	
IC26	VCAN	202	
IC26	PLS3	202	
IC26	GLT8D2	202	
IC26	SCARA3	202	
IC26	HAPLN1	202	
IC26	MFAP2	202	
IC26	GNG11	202	
IC26	ADAMTS1	202	
IC26	CXCL12	202	
IC26	STEAP1B	202	
IC26	NQO1	202	
IC26	RUNX2	202	
IC26	PON2	202	
IC26	DKK1	202	
IC26	PDE7B	202	
IC26	LXN	202	
IC26	CTHRC1	202	
IC26	HAS2	202	
IC26	RIN2	202	
IC26	KCNK2	202	
IC26	COL6A3	202	
IC26	PCDH18	202	
IC26	CDCP1	202	
IC26	RFTN2	202	
IC26	LGR4	202	
IC26	IGFBP4	202	
IC26	XYLT1	202	
IC26	FAM198B	202	
IC26	LOXL3	202	
IC26	ADAMTS5	202	
IC26	LTBP2	202	
IC26	KIAA1217	202	
IC26	HEG1	202	
IC26	COL6A1	202	
IC26	TPM1	202	
IC26	CA12	202	
IC26	LPL	202	
IC26	FGF7	202	
IC26	LAMB1	202	
IC26	COLEC12	202	
IC26	ANKH	202	
IC26	CCDC80	202	
IC26	ITGB5	202	
IC26	SH3BGRL	202	
IC26	HPS1	202	
IC26	LTBP1	202	
IC26	CLDN11	202	
IC26	BGN	202	
IC26	PENK	202	
IC26	FSTL1	202	
IC26	TIMP2	202	
IC26	IGFBP3	202	
IC26	ETV1	202	
IC26	KANK1	202	
IC26	CAMK2D	202	
IC26	EFEMP1	202	
IC26	LAMC1	202	
IC26	FLNB	202	
IC26	GPX7	202	
IC26	SH3D19	202	
IC26	NID2	202	
IC26	SATB2	202	
IC26	TNFRSF19	202	
IC26	RDH10	202	
IC26	OLFML3	202	
IC26	IL13RA1	202	
IC26	MYLK	202	
IC26	TSPAN6	202	
IC26	SRGN	202	
IC26	MDK	202	
IC26	CTSK	202	
IC26	SLC39A10	202	
IC26	ENPP1	202	
IC26	PYGL	202	
IC26	CD109	202	
IC26	SEMA5A	202	
IC26	PRKD1	202	
IC26	EBF1	202	
IC26	TGM2	202	
IC26	CUL4B	202	
IC26	COL5A2	202	
IC26	GALNT5	202	
IC26	NREP	202	
IC26	MGST1	202	
IC26	GYG1	202	
IC26	MATN2	202	
IC26	CTSL1	202	
IC26	PSMB8	202	
IC26	CYP1B1	202	
IC26	SMARCA1	202	
IC26	CTTNBP2	202	
IC26	FAP	202	
IC26	IFITM2	202	
IC26	DECR1	202	
IC26	PDCD4	202	
IC26	SRPX2	202	
IC26	SGCE	202	
IC26	MEF2C	202	
IC26	HTRA1	202	
IC26	MGP	202	
IC26	DHRS3	202	
IC26	ATP2B4	202	
IC26	CAT	202	
IC26	ITGBL1	202	
IC26	PAPSS2	202	
IC26	C5orf30	202	
IC26	MFSD1	202	
IC26	WWTR1	202	
IC26	CA14	202	
IC26	GLI3	202	
IC26	ENG	202	
IC26	TMEM200A	202	
IC26	HSD17B11	202	
IC26	ZEB1	202	
IC26	CAPRIN2	202	
IC26	CHIC2	202	
IC26	NOTCH2	202	
IC26	ABCA1	202	
IC26	A2M	202	
IC26	GPR1	202	
IC26	FKBP7	202	
IC26	ANXA4	202	
IC26	HDDC2	202	
IC26	HMCN1	202	
IC26	SOX4	202	
IC26	TFPI2	202	
IC26	PARP4	202	
IC26	TSC22D1	202	
IC26	C7orf10	202	
IC26	GSN	202	
IC26	DUSP6	202	
IC26	CFH	202	
IC26	SLC4A4	202	
IC26	IGFBP6	202	
IC26	KIAA1644	202	
IC26	TMEM101	202	
IC26	ACAA2	202	
IC26	PIR	202	
IC26	HOXA3	202	
IC26	TP53I3	202	
IC26	APCDD1L	202	
IC26	SH3KBP1	202	
IC26	TCF12	202	
IC26	LGALS1	202	
IC26	EPHA3	202	
IC26	S100A13	202	
IC26	RBM5	202	
IC26	AKR1C1	202	
IC26	NBPF10	202	
IC26	COL5A1	202	
IC26	GALNT1	202	
IC26	APOBEC3C	202	
IC26	SCFD2	202	
IC26	ADAM12	202	
IC26	ELTD1	202	
IC26	FNDC1	202	
IC26	ALDH1A3	202	
IC26	LPHN2	202	
IC26	AXL	202	
IC26	NR3C1	202	
IC26	SPARC	202	
IC26	COTL1	202	
IC26	TGFBR2	202	
IC26	CLU	202	
IC26	NINJ1	202	
IC26	TFPI	202	
IC26	ZCCHC24	202	
IC26	ITGA4	202	
IC26	C1R	202	
IC26	BNC2	202	
IC26	DLX5	202	
IC26	ANPEP	202	
IC26	DSE	202	
IC26	MYO10	202	
IC26	ARMCX2	202	
IC26	FOSB	202	
IC27	AQP4	260	
IC27	ATP1A2	260	
IC27	FIGNL1	260	
IC27	SLC1A3	260	
IC27	ALDH1L1	260	
IC27	METTL7B	260	
IC27	EDNRB	260	
IC27	HOPX	260	
IC27	SPARCL1	260	
IC27	CA2	260	
IC27	EGFR	260	
IC27	LHFP	260	
IC27	ELOVL2	260	
IC27	AIF1L	260	
IC27	SOCS2	260	
IC27	ATP13A4	260	
IC27	SLC4A4	260	
IC27	SPARC	260	
IC27	TIMP4	260	
IC27	KLHL4	260	
IC27	GLT25D2	260	
IC27	SEC14L1	260	
IC27	FGF1	260	
IC27	ATP1B2	260	
IC27	PTPRZ1	260	
IC27	NDRG2	260	
IC27	DMD	260	
IC27	TNC	260	
IC27	ACSBG1	260	
IC27	MT3	260	
IC27	CLU	260	
IC27	WIPF3	260	
IC27	TIMP3	260	
IC27	CCDC80	260	
IC27	EFNA5	260	
IC27	RAMP1	260	
IC27	RP11-71N10.1	260	
IC27	PIPOX	260	
IC27	GRIA1	260	
IC27	SLC15A2	260	
IC27	MGLL	260	
IC27	SPRY2	260	
IC27	IKZF1	260	
IC27	CSRP2	260	
IC27	SPECC1	260	
IC27	CST3	260	
IC27	NEDD9	260	
IC27	METTL7A	260	
IC27	TFRC	260	
IC27	NHSL1	260	
IC27	RCAN1	260	
IC27	PRCP	260	
IC27	SPP1	260	
IC27	GFAP	260	
IC27	CD99	260	
IC27	LIFR	260	
IC27	EMP1	260	
IC27	SASH1	260	
IC27	F3	260	
IC27	ITGA7	260	
IC27	DDX41	260	
IC27	SEMA5A	260	
IC27	NCAN	260	
IC27	TNFRSF19	260	
IC27	RP11-166D19.1	260	
IC27	PDZD2	260	
IC27	AXL	260	
IC27	COL4A5	260	
IC27	RNF180	260	
IC27	GPM6B	260	
IC27	RASSF2	260	
IC27	RASSF4	260	
IC27	PCDH9	260	
IC27	CFH	260	
IC27	ANXA1	260	
IC27	GRIA4	260	
IC27	ZNF521	260	
IC27	S100B	260	
IC27	ARAP2	260	
IC27	LRRC16A	260	
IC27	ALDOC	260	
IC27	SLC25A18	260	
IC27	GPM6A	260	
IC27	USP54	260	
IC27	GATM	260	
IC27	MT2A	260	
IC27	FSTL1	260	
IC27	CSRP1	260	
IC27	C21orf62	260	
IC27	PPP2R2B	260	
IC27	MYO10	260	
IC27	LRRN3	260	
IC27	ELOVL1	260	
IC27	RGS16	260	
IC27	SDHA	260	
IC27	FKBP5	260	
IC27	ABCD2	260	
IC27	ST6GAL2	260	
IC27	MEIS1	260	
IC27	ARHGEF26	260	
IC27	NOTCH2	260	
IC27	SORBS1	260	
IC27	LINC00461	260	
IC27	11-Sep	260	
IC27	PTN	260	
IC27	PDE4DIP	260	
IC27	STK17B	260	
IC27	PDE4B	260	
IC27	BBOX1	260	
IC27	PMP2	260	
IC27	PON2	260	
IC27	BMPR1B	260	
IC27	GLUL	260	
IC27	CCND2	260	
IC27	HIF1A	260	
